Sl.No.,Sources,Photo/comments,COMMON.NAME,STATE,region,LATITUDE,LONGITUDE,month,day,year,morph
257,Fb,Photo,Indian Paradise-Flycatcher,Kerala,South,10.528062,76.214661,1,10,2014,R
258,Fb,Photo,Indian Paradise-Flycatcher,Kerala,South,10.528062,76.214661,1,10,2014,R
259,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,10.59545,76.4776 ,1,11,2014,W
260,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,11.9287,75.8608 ,1,12,2014,W
261,ebird,Photo,Indian Paradise-Flycatcher,Goa,South,15.4418,73.8707 ,1,14,2014,R
262,Fb,Photo,Indian Paradise-Flycatcher,Sri Lanka,Sri Lanka,7.298018,79.880606,1,15,2014,W
263,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,15.2259205,74.5206 ,1,19,2014,W
264,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,10.0966,76.7529 ,1,20,2014,W
265,Inaturalist,Photo,Indian Paradise-Flycatcher,Karnataka,South,28.5233,74.61667,1,25,2014,W
266,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,12.0516,77.7303,1,25,2014,W
267,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,12.0519294,77.7303 ,1,25,2014,W
268,Fb,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.972423,77.595598,2,1,2014,W
269,IBP,Photo,Indian Paradise-Flycatcher,Andhra Pradesh,South,15.568408,77.8635,2,2,2014,W
270,ebird,Photo,Indian Paradise-Flycatcher,Gujarat,Central,21.5381,69.1435 ,2,9,2014,R
271,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.2698754,76.596728,2,11,2014,R
272,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.3637,77.6831734,2,11,2014,R
273,Fb,Photo,Indian Paradise-Flycatcher,Sri Lanka,Sri Lanka,6.843404,80.002454,2,15,2014,R
274,OBI,Photo,Indian Paradise-Flycatcher,Karnataka,South,29.352276,74.529437,2,16,2014,W
275,OBI,Photo,Indian Paradise-Flycatcher,Karnataka,South,29.3523,77.680004,2,16,2014,W
276,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,11.7516,75.4767475,2,16,2014,R
277,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,9.492879,76.6754723,2,16,2014,R
278,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,11.4187,76.5196654,2,16,2014,W
279,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,11.2758427,76.8094949,2,17,2014,R
280,ebird,comments,Indian Paradise-Flycatcher,Goa,South,15.4392603,73.8566208,2,22,2014,W
281,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,15.283709,76.4604537,2,22,2014,W
282,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,15.4584784,77.3477948,2,22,2014,R
283,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,17.3145058,73.6599411,2,22,2014,W
284,OBI,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,30.2823,73.855146,2,22,2014,W
285,ebird,comments,Indian Paradise-Flycatcher,Andhra Pradesh,South,13.8132,78.92,2,23,2014,W
286,ebird,comments,Indian Paradise-Flycatcher,Telangana,Central,16.8581297,77.8657776,2,23,2014,W
287,OBI,Photo,Indian Paradise-Flycatcher,West Bengal,East,34.1201,88.164668,2,23,2014,R
288,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,11.6875401,76.2671532,2,24,2014,R
289,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,12.9865117,80.2380896,2,26,2014,W
290,ebird,comments,Indian Paradise-Flycatcher,Andhra Pradesh,South,17.3145,82.8977778,3,2,2014,R
291,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,11.1261453,76.21719,3,2,2014,R
292,OBI,Photo,Indian Paradise-Flycatcher,West Bengal,East,13.853628,88.599401,3,4,2014,W
293,Fb,Photo,Indian Paradise-Flycatcher,Sri Lanka,Sri Lanka,8.356431,81.005577,3,10,2014,W
294,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,9.716,78.0333674,3,13,2014,I
295,OBI,Photo,Indian Paradise-Flycatcher,Karnataka,South,29.3523,74.529437,3,17,2014,W
296,Fb,Photo,Indian Paradise-Flycatcher,Kerala,South,10.528062,76.214661,3,23,2014,R
297,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,11.5705836,77.1306317,3,23,2014,W
298,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.9053957,79.2819089,3,23,2014,R
299,Fb,Photo,Indian Paradise-Flycatcher,Sri Lanka,Sri Lanka,6.807181,80.753154,3,30,2014,R
300,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,11.0571,76.6982174,4,6,2014,W
301,Fb,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,33.3212,79.526394,4,6,2014,W
302,Fb,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,33.3212,79.526394,4,6,2014,W
303,Fb,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.1763,75.877,4,11,2014,R
304,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,9.9983,77.043878,4,14,2014,R
305,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,19.3455,75.705092,4,27,2014,R
306,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,11.9493188,79.8147297,4,30,2014,W
308,Fb,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,33.3212,79.526394,5,15,2014,W
309,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,15.2924,74.9850905,5,16,2014,W
310,Fb,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,33.3212,79.526394,5,17,2014,W
311,Fb,Photo,Indian Paradise-Flycatcher,Rajasthan,North,30.40058,75.794724,5,18,2014,R
312,ebird,comments,Indian Paradise-Flycatcher,Himachal Pradesh,Himalayas,28.3634054,76.3726854,5,27,2014,W
313,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,22.5123,76.5032959,5,29,2014,W
314,Fb,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,33.3212,79.526394,5,29,2014,W
315,Fb,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,33.3212,79.526394,6,6,2014,W
316,ebird,comments,Indian Paradise-Flycatcher,Uttar Pradesh,North,26.0073035,80.9701395,6,7,2014,W
317,ebird,comments,Indian Paradise-Flycatcher,Madhya Pradesh,Central,21.7562423,77.3729526,6,9,2014,W
318,Fb,Photo,Indian Paradise-Flycatcher,Rajasthan,North,22.5099273,76.5067 ,6,14,2014,R
319,Fb,Photo,Indian Paradise-Flycatcher,Rajasthan,North,30.4006,75.836729,6,15,2014,R
320,Fb,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,29.416028,78.993734,6,17,2014,W
321,ebird,Photo,Indian Paradise-Flycatcher,Gujarat,Central,20.723,70.5167 ,6,20,2014,W
322,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,22.505541,76.5067291,6,21,2014,R
323,ebird,Photo,Indian Paradise-Flycatcher,Rajasthan,North,22.5099273,76.5067 ,6,21,2014,W
324,OBI,Photo,Indian Paradise-Flycatcher,Rajasthan,North,30.40058,75.794724,6,22,2014,R
325,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,22.5099,76.5067291,6,22,2014,R
326,Fb,Photo,Indian Paradise-Flycatcher,Sri Lanka,Sri Lanka,8.032678,80.752048,7,1,2014,R
327,OBI,Photo,Indian Paradise-Flycatcher,Rajasthan,North,30.4006,75.836729,7,7,2014,R
328,OBI,Photo,Indian Paradise-Flycatcher,Rajasthan,North,30.4374,78.170279,7,9,2014,R
329,OBI,Photo,Indian Paradise-Flycatcher,Rajasthan,North,30.8589,78.170279,7,9,2014,W
330,OBI,Photo,Indian Paradise-Flycatcher,Gujarat,Central,28.7341,71.317127,7,12,2014,W
331,ebird,comments,Indian Paradise-Flycatcher,Gujarat,Central,21.1826,73.69506,7,27,2014,R
332,OBI,Photo,Indian Paradise-Flycatcher,Gujarat,Central,28.7382,71.317127,7,29,2014,W
333,ebird,comments,Indian Paradise-Flycatcher,West Bengal,East,21.1040394,88.815833,7,29,2014,R
334,ebird,Photo,Indian Paradise-Flycatcher,Sri Lanka,Sri Lanka,6.280082,81.4722,8,29,2014,R
335,ebird,Photo,Indian Paradise-Flycatcher,Sri Lanka,Sri Lanka,6.2935,81.4722 ,8,29,2014,R
336,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.2038,79.8530102,9,23,2014,R
337,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.2239,79.8530102,9,23,2014,R
338,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,23.1331,76.4378339,10,15,2014,R
339,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,17.411,73.755865,10,21,2014,R
340,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.0210755,76.5024376,10,23,2014,W
341,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.5479387,79.3205166,10,25,2014,R
342,ebird,comments,Indian Paradise-Flycatcher,Puducherry,South,11.985,79.84653,10,27,2014,W
343,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,10.5479,76.7280006,11,2,2014,R
344,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.9357997,77.5926054,11,6,2014,W
345,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,10.0518,76.3347,11,7,2014,R
346,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,18.4985537,73.048778,11,7,2014,W
347,Fb,Photo,Indian Paradise-Flycatcher,Sri Lanka,Sri Lanka,6.71456,79.987986,11,7,2014,W
348,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.3381179,76.9804287,11,7,2014,W
349,Fb,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.894966,74.8785,11,8,2014,R
350,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.9053957,79.2783523,11,8,2014,R
351,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.9053957,79.2819089,11,8,2014,R
352,Fb,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.894966,74.8785,11,9,2014,W
353,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.35552,76.8442932,11,12,2014,W
354,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.35552,76.8442932,11,14,2014,W
355,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.9053957,79.2819089,11,16,2014,R
356,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,10.1938,77.2035 ,11,18,2014,I
357,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,9.3011,77.0825,11,19,2014,R
358,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,9.3719,77.0825,11,19,2014,W
359,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,9.2933,77.0825 ,11,19,2014,R
360,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,9.3731,77.0825 ,11,19,2014,W
361,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.1767887,76.775,11,23,2014,R
362,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,10.505,76.3273001,11,30,2014,W
363,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.9053957,79.2819089,11,30,2014,R
364,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,10.5077487,76.36084,12,1,2014,W
365,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,11.940279,77.142477,12,2,2014,W
366,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.9053957,79.2819089,12,2,2014,R
367,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.894966,74.87892,12,5,2014,W
368,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.8536944,77.5094716,12,7,2014,W
369,Fb,Photo,Indian Paradise-Flycatcher,Sri Lanka,Sri Lanka,9.267053,80.815405,12,10,2014,W
370,Fb,Photo,Indian Paradise-Flycatcher,Karnataka,South,29.352276,74.529437,12,13,2014,I
371,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,10.3619508,77.0129 ,12,18,2014,W
372,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,13.37,74.7126,12,19,2014,R
373,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,11.2805791,76.1252117,12,20,2014,R
374,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.633,75.2068233,12,21,2014,I
375,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,11.2833,76.1111569,12,21,2014,W
376,OBI,Photo,Indian Paradise-Flycatcher,Sri Lanka,Sri Lanka,32.180232,80.049805,12,21,2014,W
377,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,15.1463279,74.5205855,12,24,2014,W
378,OBI,Photo,Indian Paradise-Flycatcher,Goa,South,28.5416,74.229564,12,25,2014,I
379,OBI,Photo,Indian Paradise-Flycatcher,Gujarat,Central,28.7434,69.666515,12,25,2014,W
380,ebird,Photo,Indian Paradise-Flycatcher,Kerala,South,11.1095484,75.7928 ,12,28,2014,R
381,ebird,Photo,Indian Paradise-Flycatcher,Goa,South,15.4373,73.9276 ,12,29,2014,W
382,ebird,comments,Indian Paradise-Flycatcher,Goa,South,15.4418,73.7940502,1,1,2015,R
383,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.3699596,77.6831734,1,3,2015,W
384,OBI,Photo,Indian Paradise-Flycatcher,Sri Lanka,Sri Lanka,31.7637629,80.526743,1,4,2015,R
385,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,11.1015992,76.7436111,1,4,2015,R
386,ebird,comments,Indian Paradise-Flycatcher,Goa,South,15.292166,73.8865757,1,7,2015,W
387,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,19.127856,73.2831001,1,10,2015,W
388,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,19.15806,73.7253428,1,10,2015,W
389,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,11.9384,75.860836,1,11,2015,R
390,Fb,Photo,Indian Paradise-Flycatcher,Sri Lanka,Sri Lanka,6.891548,79.909092,1,14,2015,W
391,ebird,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,19.15806,73.814 ,1,16,2015,W
392,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,13.6432,74.8746,1,17,2015,W
393,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,13.6328386,74.8746 ,1,17,2015,I
394,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,18.3799,73.812614,1,17,2015,W
395,Fb,Photo,Indian Paradise-Flycatcher,Gujarat,Central,20.771803,73.494651,1,18,2015,I
396,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.7202237,77.5764155,1,18,2015,W
397,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.3139626,76.6568685,1,24,2015,I
398,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,19.127856,73.2831001,1,24,2015,W
399,OBI,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,30.2823,73.519344,1,24,2015,W
400,OBI,Photo,Indian Paradise-Flycatcher,Gujarat,Central,29.218611,69.666515,1,25,2015,W
401,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.894966,74.8785,1,25,2015,R
402,Fb,Photo,Indian Paradise-Flycatcher,Karnataka,South,29.3523,77.680004,1,26,2015,W
403,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,18.3662,73.4321451,1,26,2015,I
404,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,19.1168,73.75809,1,26,2015,W
405,Fb,Photo,Indian Paradise-Flycatcher,Kerala,South,9.442259,76.424497,1,27,2015,W
406,ebird,Photo,Indian Paradise-Flycatcher,Sri Lanka,Sri Lanka,6.409,80.4305,1,29,2015,W
407,Inaturalist,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,18.375924,73.852127,1,30,2015,W
408,Fb,Photo,Indian Paradise-Flycatcher,Kerala,South,12.682386,74.933413,1,31,2015,W
409,OBI,Photo,Indian Paradise-Flycatcher,Sri Lanka,Sri Lanka,32.180232,80.419588,1,31,2015,W
410,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.8536944,77.5094716,2,1,2015,W
411,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,17.521068,73.7714016,2,1,2015,R
412,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.9351959,76.7343092,2,6,2015,W
413,ebird,comments,Indian Paradise-Flycatcher,Goa,South,15.4392603,73.7865454,2,7,2015,W
414,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.8738003,77.5922406,2,7,2015,W
415,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.8678,77.5922406,2,8,2015,R
416,ebird,Photo,Indian Paradise-Flycatcher,Sri Lanka,Sri Lanka,6.415828,80.1558,2,8,2015,R
417,ebird,Photo,Indian Paradise-Flycatcher,Sri Lanka,Sri Lanka,6.433051,80.1558 ,2,8,2015,W
418,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,8.495,78.0493927,2,8,2015,W
419,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,12.9934334,80.2704477,2,11,2015,R
420,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.3699596,77.6831734,2,12,2015,W
421,ebird,comments,Indian Paradise-Flycatcher,Andhra Pradesh,South,13.372,78.4527254,2,13,2015,I
422,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,8.4649,76.9023255,2,14,2015,W
423,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,11.1012,76.7436111,2,14,2015,R
424,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.633,77.48849,2,15,2015,W
425,Fb,Photo,Indian Paradise-Flycatcher,Karnataka,South,12.6921745,77.565595,2,15,2015,R
426,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.6513,77.5667381,2,15,2015,R
427,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,10.1451,76.45041,2,15,2015,R
428,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,18.4547,72.8238845,2,15,2015,R
429,OBI,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,30.2823,73.334341,2,15,2015,W
430,ebird,comments,Indian Paradise-Flycatcher,Goa,South,15.0105,73.9804423,2,16,2015,R
431,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.2959,76.9696999,2,16,2015,R
432,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,12.9543977,80.2380896,2,16,2015,R
433,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,8.6895118,77.3457,2,21,2015,W
434,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,7.95183,77.7558,2,21,2015,W
435,ebird,Photo,Indian Paradise-Flycatcher,Karnataka,South,13.37,77.6832 ,2,22,2015,W
436,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.2248,76.6149107,2,23,2015,R
437,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,18.379859,73.8256,2,23,2015,R
438,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.8678,77.5922406,2,25,2015,R
439,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,9.895,77.4690628,2,25,2015,W
440,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,11.4045,76.6479 ,2,25,2015,R
441,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,11.404501,76.6479 ,2,25,2015,R
442,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,11.4138616,76.6479 ,2,25,2015,W
443,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.011388,76.2910444,2,27,2015,R
444,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.726,78.7152,2,28,2015,R
445,ebird,comments,Indian Paradise-Flycatcher,Gujarat,Central,21.1826,73.6688232,3,1,2015,W
446,Fb,Photo,Indian Paradise-Flycatcher,Karnataka,South,13.043684,74.869715,3,1,2015,R
447,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,7.949637,77.7558231,3,1,2015,W
448,ebird,comments,Indian Paradise-Flycatcher,Goa,South,15.3636531,74.1061735,3,2,2015,W
449,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.639223,75.2068233,3,8,2015,R
450,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,10.0119,78.2771158,3,8,2015,R
451,Fb,Photo,Indian Paradise-Flycatcher,Telangana,Central,17.3145,78.3172,3,8,2015,W
452,ebird,comments,Indian Paradise-Flycatcher,Goa,South,15.283709,74.2644882,3,9,2015,W
453,OBI,Photo,Indian Paradise-Flycatcher,Maharashtra,Central,30.2823,73.334341,3,9,2015,W
454,OBI,Photo,Indian Paradise-Flycatcher,Karnataka,South,29.352276,74.529437,3,10,2015,W
455,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.5549405,76.6133738,3,14,2015,I
456,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.3699596,77.6831734,3,14,2015,W
457,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.6567885,77.5667381,3,15,2015,W
458,ebird,comments,Indian Paradise-Flycatcher,Goa,South,15.4418,73.864117,3,16,2015,R
459,ebird,comments,Indian Paradise-Flycatcher,Goa,South,15.4418,73.864117,3,17,2015,W
460,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,11.1055671,76.82198,3,17,2015,R
461,ebird,comments,Indian Paradise-Flycatcher,Gujarat,Central,21.5669,72.5213769,3,19,2015,R
462,Inaturalist,Photo,Indian Paradise-Flycatcher,Sri Lanka,Sri Lanka,6.0595,80.1626,3,20,2015,W
463,ebird,comments,Indian Paradise-Flycatcher,Tamil Nadu,South,9.6096,77.9620367,3,21,2015,R
464,ebird,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,12.950459,80.2381,3,22,2015,W
465,ebird,comments,Indian Paradise-Flycatcher,Goa,South,15.399,73.8330173,3,25,2015,W
466,Inaturalist,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,11.5705836,78.655243,3,25,2015,W
467,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,19.1645055,79.4091797,3,27,2015,W
468,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,12.8469392,77.5094716,3,28,2015,R
469,ebird,comments,Indian Paradise-Flycatcher,Rajasthan,North,24.796605,76.4378339,3,31,2015,W
470,ebird,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,26.062108,79.5289 ,4,1,2015,W
471,ebird,comments,Indian Paradise-Flycatcher,Goa,South,15.3778949,73.8330173,4,2,2015,R
472,OBI,Photo,Indian Paradise-Flycatcher,Himachal Pradesh,Himalayas,29.3476,76.391536,4,3,2015,I
473,OBI,Photo,Indian Paradise-Flycatcher,Himachal Pradesh,Himalayas,29.3476,76.391536,4,3,2015,W
474,ebird,comments,Indian Paradise-Flycatcher,Kerala,South,10.030417,76.33937,4,3,2015,W
475,Fb,Photo,Indian Paradise-Flycatcher,Odisha,East,20.295913,85.82408,4,3,2015,I
476,Fb,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,29.882108,78.706396,4,3,2015,I
477,Fb,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,26.8174068,78.1404 ,4,5,2015,W
478,Fb,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,26.8174068,78.1404 ,4,5,2015,W
479,ebird,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,26.062108,79.1441 ,4,6,2015,W
480,ebird,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,26.062108,79.1441 ,4,6,2015,W
481,OBI,Photo,Indian Paradise-Flycatcher,West Bengal,East,34.1201,88.599401,4,12,2015,R
482,ebird,comments,Indian Paradise-Flycatcher,West Bengal,East,21.1292,88.6001116,4,12,2015,W
483,ebird,comments,Indian Paradise-Flycatcher,Karnataka,South,13.0802175,77.8158,4,14,2015,R
484,Fb,Photo,Indian Paradise-Flycatcher,Andhra Pradesh,South,16.506195,80.647048,4,18,2015,R
485,ebird,comments,Indian Paradise-Flycatcher,Arunachal Pradesh,Himalayas,26.02214,92.414162,4,18,2015,W
486,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,19.5696,79.0381297,4,21,2015,R
487,ebird,comments,Indian Paradise-Flycatcher,Gujarat,Central,19.398,70.8533192,4,22,2015,W
488,Inaturalist,Photo,Indian Paradise-Flycatcher,Tamil Nadu,South,11.2924,76.798592,4,25,2015,R
489,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,19.464773,79.0678149,4,26,2015,R
490,ebird,Photo,Indian Paradise-Flycatcher,Uttarakhand,Himalayas,27.565565,77.9273 ,4,26,2015,W
491,ebird,comments,Indian Paradise-Flycatcher,Maharashtra,Central,19.4760601,79.0679819,4,30,2015,R
