source,documentation,COMMON.NAME,SAMPLING.EVENT.IDENTIFIER,morph,aberration,int_rating
eBird,Photo,Indian Paradise-Flycatcher,S77007093,W,,
eBird,Photo,Indian Paradise-Flycatcher,S75778184,W,,
eBird,Photo,Indian Paradise-Flycatcher,S75763673,W,,
eBird,Photo,Indian Paradise-Flycatcher, S75807544,R,,
eBird,Photo,Indian Paradise-Flycatcher,S75851984,R,,
eBird,Photo,Indian Paradise-Flycatcher,S76812615,R,,
eBird,Photo,Indian Paradise-Flycatcher,S76035423,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S76035423,R,,
eBird,Photo,Indian Paradise-Flycatcher,S76488989,R,,
eBird,Photo,Indian Paradise-Flycatcher,S76317626,W,,
eBird,Photo,Indian Paradise-Flycatcher,S76073232,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S76183977,R,,
eBird,Photo,Indian Paradise-Flycatcher,S76073192,W,,
eBird,Photo,Indian Paradise-Flycatcher,S96338619,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S76109872,R,,
eBird,Photo,Indian Paradise-Flycatcher,S76434562,W,,
eBird,Photo,Indian Paradise-Flycatcher,S76151454,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S76144681,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S76145340,R,,
eBird,Photo,Indian Paradise-Flycatcher,S76146130,R,,
eBird,Photo,Indian Paradise-Flycatcher,S76146848,R,,
eBird,Photo,Indian Paradise-Flycatcher,S76146628,R,,
eBird,Photo,Indian Paradise-Flycatcher,S96378837,W,,
eBird,Photo,Indian Paradise-Flycatcher,S76478481,R,,
eBird,Photo,Indian Paradise-Flycatcher,S76478481,W,,
eBird,Photo,Indian Paradise-Flycatcher,S76178090,W,,
eBird,Photo,Indian Paradise-Flycatcher,S76270666,W,,
eBird,Photo,Indian Paradise-Flycatcher,S87314591,W,,
eBird,Photo,Indian Paradise-Flycatcher,S76271621,W,,
eBird,Photo,Indian Paradise-Flycatcher,S76282902,W,,
eBird,Photo,Indian Paradise-Flycatcher,S76319705,R,,
eBird,Photo,Indian Paradise-Flycatcher,S80448908,R,,
eBird,Photo,Indian Paradise-Flycatcher,S76359807,R,,
eBird,Photo,Indian Paradise-Flycatcher,S76437980,W,,
eBird,Photo,Indian Paradise-Flycatcher,S76376984,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S76366741,R,,
eBird,Photo,Indian Paradise-Flycatcher,S76442749,W,,
eBird,Photo,Indian Paradise-Flycatcher,S76737192,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S76403097,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S76380310,R,,
eBird,Photo,Indian Paradise-Flycatcher,S76446224,W,,
eBird,Photo,Indian Paradise-Flycatcher,S76595866,R,,
eBird,Photo,Indian Paradise-Flycatcher,S76482367,R,,
eBird,Photo,Indian Paradise-Flycatcher,S76482841,R,,
eBird,Photo,Indian Paradise-Flycatcher,S77977492,W,,
eBird,Photo,Indian Paradise-Flycatcher,S76529072,W,,
eBird,Photo,Indian Paradise-Flycatcher,S134823332,W,,
eBird,Photo,Indian Paradise-Flycatcher,S76544370,W,,
eBird,Photo,Indian Paradise-Flycatcher,S76536044,W,,
eBird,Photo,Indian Paradise-Flycatcher,S76624403,W,,
eBird,Photo,Indian Paradise-Flycatcher,S77329085,R,,
eBird,Photo,Indian Paradise-Flycatcher,S77005097,R,,
eBird,Photo,Indian Paradise-Flycatcher,S76733430,W,,
eBird,Photo,Indian Paradise-Flycatcher,S87451977,W,,
eBird,Photo,Indian Paradise-Flycatcher,S76783938,R,,
eBird,Photo,Indian Paradise-Flycatcher,S96795919,W,,
eBird,Photo,Indian Paradise-Flycatcher,S76794893,W,,
eBird,Photo,Indian Paradise-Flycatcher,S76802622,W,,
eBird,Photo,Indian Paradise-Flycatcher,S76783938,W,,
eBird,Photo,Indian Paradise-Flycatcher,S77265056,I,,4
eBird,Photo,Indian Paradise-Flycatcher,S77265056,W,,
eBird,Photo,Indian Paradise-Flycatcher,S76965035,W,,
eBird,Photo,Indian Paradise-Flycatcher,S76832020,W,,
eBird,Photo,Indian Paradise-Flycatcher,S76843456,W,,
eBird,Photo,Indian Paradise-Flycatcher,S76895368,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S76926130,W,,
eBird,Photo,Indian Paradise-Flycatcher,S77176294,W,,
eBird,Photo,Indian Paradise-Flycatcher, S77125354,W,,
eBird,Photo,Indian Paradise-Flycatcher,S77329002,W,,
eBird,Photo,Indian Paradise-Flycatcher,S100074074,R,,
eBird,Photo,Indian Paradise-Flycatcher,S77327878,R,,
eBird,Photo,Indian Paradise-Flycatcher,S77378391,W,,
eBird,Photo,Indian Paradise-Flycatcher,S77366756,W,,
eBird,Photo,Indian Paradise-Flycatcher,S77366756,W,,
eBird,Photo,Indian Paradise-Flycatcher,S82266722,R,,
eBird,Photo,Indian Paradise-Flycatcher,S77791245,R,,
eBird,Photo,Indian Paradise-Flycatcher,S77458809,R,,
eBird,Photo,Indian Paradise-Flycatcher,S77791245,W,,
eBird,Photo,Indian Paradise-Flycatcher,S77536662,W,,
eBird,Photo,Indian Paradise-Flycatcher,S77413917,W,,
eBird,Photo,Indian Paradise-Flycatcher,S77777915,R,,
eBird,Photo,Indian Paradise-Flycatcher,S125072608,W,,
eBird,Photo,Indian Paradise-Flycatcher,S85948500,W,,
eBird,Photo,Indian Paradise-Flycatcher,S77550028,W,,
eBird,Photo,Indian Paradise-Flycatcher,S77576963,W,,
eBird,Photo,Indian Paradise-Flycatcher,S77615124,R,,
eBird,Photo,Indian Paradise-Flycatcher,S77776650,R,,
eBird,Photo,Indian Paradise-Flycatcher,S77660098,R,,
eBird,Photo,Indian Paradise-Flycatcher,S77834719,W,,
eBird,Photo,Indian Paradise-Flycatcher,S77655897,W,,
eBird,Photo,Indian Paradise-Flycatcher,S78118444,W,,
eBird,Photo,Indian Paradise-Flycatcher,S77719541,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S77733355,R,,
eBird,Photo,Indian Paradise-Flycatcher,S77776788,R,,
eBird,Photo,Indian Paradise-Flycatcher,S77987572,W,,
eBird,Photo,Indian Paradise-Flycatcher,S78040152,R,,
eBird,Photo,Indian Paradise-Flycatcher,S77790100,W,,
eBird,Photo,Indian Paradise-Flycatcher,S83505410,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S77865086,R,,
eBird,Photo,Indian Paradise-Flycatcher,S78244097,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79382037,W,,
eBird,Photo,Indian Paradise-Flycatcher,S78390878,W,,
eBird,Photo,Indian Paradise-Flycatcher,S78008593,W,,
eBird,Photo,Indian Paradise-Flycatcher,S77990049,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S78344965,R,,
eBird,Photo,Indian Paradise-Flycatcher,S77981801,R,,
eBird,Photo,Indian Paradise-Flycatcher,S77984814,R,,
eBird,Photo,Indian Paradise-Flycatcher,S77992275,W,,
eBird,Photo,Indian Paradise-Flycatcher,S77998644,W,,
eBird,Photo,Indian Paradise-Flycatcher,S77984151,W,,
eBird,Photo,Indian Paradise-Flycatcher,S82554904,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S79536094,R,,
eBird,Photo,Indian Paradise-Flycatcher,S78043559,W,,
eBird,Photo,Indian Paradise-Flycatcher,S84855661,W,,
eBird,Photo,Indian Paradise-Flycatcher,S78117334,W,,
eBird,Photo,Indian Paradise-Flycatcher,S78201539,I,,4
eBird,Photo,Indian Paradise-Flycatcher,S78249844,R,,
eBird,Photo,Indian Paradise-Flycatcher,S78297547,W,,
eBird,Photo,Indian Paradise-Flycatcher,S93434715,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79467414,R,,
eBird,Photo,Indian Paradise-Flycatcher,S78359478,R,,
eBird,Photo,Indian Paradise-Flycatcher,S78380727,W,,
eBird,Photo,Indian Paradise-Flycatcher,S78363018,W,,
eBird,Photo,Indian Paradise-Flycatcher,S78367791,W,,
eBird,Photo,Indian Paradise-Flycatcher,S78350283,W,,
eBird,Photo,Indian Paradise-Flycatcher,S85948624,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S78477469,R,,
eBird,Photo,Indian Paradise-Flycatcher,S78811176,W,,
eBird,Photo,Indian Paradise-Flycatcher,S78757889,W,,
eBird,Photo,Indian Paradise-Flycatcher,S78483244,W,,
eBird,Photo,Indian Paradise-Flycatcher,S78641678,W,,
eBird,Photo,Indian Paradise-Flycatcher,S78554233,W,,
eBird,Photo,Indian Paradise-Flycatcher,S78548226,W,,
eBird,Photo,Indian Paradise-Flycatcher,S78637018,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S78637018,W,,
eBird,Photo,Indian Paradise-Flycatcher,S80297147,R,,
eBird,Photo,Indian Paradise-Flycatcher,S78703599,R,,
eBird,Photo,Indian Paradise-Flycatcher,S78699232,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79068196,W,,
eBird,Photo,Indian Paradise-Flycatcher,S78812522,W,,
eBird,Photo,Indian Paradise-Flycatcher,S78809016,W,,
eBird,Photo,Indian Paradise-Flycatcher,S78860757,R,,
eBird,Photo,Indian Paradise-Flycatcher,S78857913,R,,
eBird,Photo,Indian Paradise-Flycatcher,S78858827,R,,
eBird,Photo,Indian Paradise-Flycatcher,S78861857,W,,
eBird,Photo,Indian Paradise-Flycatcher,S78858827,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79059629,R,,
eBird,Photo,Indian Paradise-Flycatcher,S79211428,R,,
eBird,Photo,Indian Paradise-Flycatcher,S78983262,R,,
eBird,Photo,Indian Paradise-Flycatcher,S78983262,R,,
eBird,Photo,Indian Paradise-Flycatcher,S78988365,R,,
eBird,Photo,Indian Paradise-Flycatcher,S78983262,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79111699,R,,
eBird,Photo,Indian Paradise-Flycatcher,S79064533,R,,
eBird,Photo,Indian Paradise-Flycatcher,S79594917,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79313959,R,,
eBird,Photo,Indian Paradise-Flycatcher,S79171932,R,,
eBird,Photo,Indian Paradise-Flycatcher,S79979199,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79303777,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S126350128,R,,
eBird,Photo,Indian Paradise-Flycatcher,S126350128,R,,
eBird,Photo,Indian Paradise-Flycatcher,S79212178,R,,
eBird,Photo,Indian Paradise-Flycatcher,S79229177,R,,
eBird,Photo,Indian Paradise-Flycatcher,S80455906,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79211962,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79252027,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S79254868,R,,
eBird,Photo,Indian Paradise-Flycatcher,S79266591,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79271082,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79259919,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79261253,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79316687,I,,4
eBird,Photo,Indian Paradise-Flycatcher,S79308752,R,,
eBird,Photo,Indian Paradise-Flycatcher,S80032632,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79308752,W,,
eBird,Photo,Indian Paradise-Flycatcher,S87884129,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79417755,I,,4
eBird,Photo,Indian Paradise-Flycatcher,S79375115,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S79470113,R,,
eBird,Photo,Indian Paradise-Flycatcher,S79376490,R,,
eBird,Photo,Indian Paradise-Flycatcher,S80296919,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79380570,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79417755,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79470113,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79380318,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79376786,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79472043,R,,
eBird,Photo,Indian Paradise-Flycatcher,S79595051,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79805993,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79671169,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79632234,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79628796,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79626351,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79683243,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79703991,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79694898,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79733117,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S79866050,R,,
eBird,Photo,Indian Paradise-Flycatcher,S79731068,R,,
eBird,Photo,Indian Paradise-Flycatcher,S79728411,R,,
eBird,Photo,Indian Paradise-Flycatcher,S80075990,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79866050,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79797789,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79748707,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79809667,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S80443808,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S79799965,R,,
eBird,Photo,Indian Paradise-Flycatcher,S79868597,R,,
eBird,Photo,Indian Paradise-Flycatcher,S79876246,W,,
eBird,Photo,Indian Paradise-Flycatcher,S85441023,W,,
eBird,Photo,Indian Paradise-Flycatcher,S80443808,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79799965,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79923709,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S79864557,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79944051,W,,
eBird,Photo,Indian Paradise-Flycatcher,S79965699,W,,
eBird,Photo,Indian Paradise-Flycatcher,S80056098,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S80793155,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S81855886,R,,
eBird,Photo,Indian Paradise-Flycatcher,S80103518,R,,
eBird,Photo,Indian Paradise-Flycatcher,S80108336,R,,
eBird,Photo,Indian Paradise-Flycatcher,S80163389,W,,
eBird,Photo,Indian Paradise-Flycatcher,S80109106,W,,
eBird,Photo,Indian Paradise-Flycatcher,S80104911,W,,
eBird,Photo,Indian Paradise-Flycatcher,S80103518,W,,
eBird,Photo,Indian Paradise-Flycatcher,S80104196,W,,
eBird,Photo,Indian Paradise-Flycatcher,S80171446,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S80239418,R,,
eBird,Photo,Indian Paradise-Flycatcher,S80171446,W,,
eBird,Photo,Indian Paradise-Flycatcher,S80241527,W,,
eBird,Photo,Indian Paradise-Flycatcher,S80178036,W,,
eBird,Photo,Indian Paradise-Flycatcher,S80257131,W,,
eBird,Photo,Indian Paradise-Flycatcher,S80192308,W,,
eBird,Photo,Indian Paradise-Flycatcher,S80175677,W,,
eBird,Photo,Indian Paradise-Flycatcher,S80175265,W,,
eBird,Photo,Indian Paradise-Flycatcher,S80237243,W,,
eBird,Photo,Indian Paradise-Flycatcher,S81877565,W,,
eBird,Photo,Indian Paradise-Flycatcher,S84923962,W,,
eBird,Photo,Indian Paradise-Flycatcher,S80397778,W,,
eBird,Photo,Indian Paradise-Flycatcher,S80299217,W,,
eBird,Photo,Indian Paradise-Flycatcher,S80296155,W,,
eBird,Photo,Indian Paradise-Flycatcher,S80402657,R,,
eBird,Photo,Indian Paradise-Flycatcher,S80353295,R,,
eBird,Photo,Indian Paradise-Flycatcher,S80563887,W,,
eBird,Photo,Indian Paradise-Flycatcher,S80494583,R,,
eBird,Photo,Indian Paradise-Flycatcher,S80399224,R,,
eBird,Photo,Indian Paradise-Flycatcher,S80400625,W,,
eBird,Photo,Indian Paradise-Flycatcher,S80444269,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S80498194,W,,
eBird,Photo,Indian Paradise-Flycatcher,S99737634,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S80569673,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S80495047,R,,
eBird,Photo,Indian Paradise-Flycatcher,S80496268,R,,
eBird,Photo,Indian Paradise-Flycatcher,S80497202,R,,
eBird,Photo,Indian Paradise-Flycatcher,S81921355,W,,
eBird,Photo,Indian Paradise-Flycatcher,S80565138,I,,7
eBird,Photo,Indian Paradise-Flycatcher,S101022433,R,,
eBird,Photo,Indian Paradise-Flycatcher,S80590834,R,,
eBird,Photo,Indian Paradise-Flycatcher,S81534101,R,,
eBird,Photo,Indian Paradise-Flycatcher,S80627582,R,,
eBird,Photo,Indian Paradise-Flycatcher,S80631728,R,,
eBird,Photo,Indian Paradise-Flycatcher,S80565619,R,,
eBird,Photo,Indian Paradise-Flycatcher,S111074584,W,,
eBird,Photo,Indian Paradise-Flycatcher,S81987016,W,,
eBird,Photo,Indian Paradise-Flycatcher, S80567629,W,,
eBird,Photo,Indian Paradise-Flycatcher,S80794655,R,,
eBird,Photo,Indian Paradise-Flycatcher,S80685276,W,,
eBird,Photo,Indian Paradise-Flycatcher,S80738804,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S80789451,R,,
eBird,Photo,Indian Paradise-Flycatcher,S80805995,W,,
eBird,Photo,Indian Paradise-Flycatcher,S80794061,W,,
eBird,Photo,Indian Paradise-Flycatcher,S80861121,R,,
eBird,Photo,Indian Paradise-Flycatcher,S80853936,R,,
eBird,Photo,Indian Paradise-Flycatcher,S80887643,W,,
eBird,Photo,Indian Paradise-Flycatcher,S81719205,I,,4
eBird,Photo,Indian Paradise-Flycatcher,S81523265,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S81247123,R,,
eBird,Photo,Indian Paradise-Flycatcher,S81054124,R,,
eBird,Photo,Indian Paradise-Flycatcher,S81068653,R,,
eBird,Photo,Indian Paradise-Flycatcher,S81054647,R,,
eBird,Photo,Indian Paradise-Flycatcher,S81300841,W,,
eBird,Photo,Indian Paradise-Flycatcher,S81523265,W,,
eBird,Photo,Indian Paradise-Flycatcher,S81301822,W,,
eBird,Photo,Indian Paradise-Flycatcher,S81081276,W,,
eBird,Photo,Indian Paradise-Flycatcher,S81295457,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S81935381,R,,
eBird,Photo,Indian Paradise-Flycatcher,S81300442,R,,
eBird,Photo,Indian Paradise-Flycatcher,S81301820,R,,
eBird,Photo,Indian Paradise-Flycatcher,S81300158,R,,
eBird,Photo,Indian Paradise-Flycatcher,S81296181,W,,
eBird,Photo,Indian Paradise-Flycatcher,S81533901,W,,
eBird,Photo,Indian Paradise-Flycatcher,S81399003,W,,
eBird,Photo,Indian Paradise-Flycatcher,S81712879,R,,
eBird,Photo,Indian Paradise-Flycatcher,S81532154,R,,
eBird,Photo,Indian Paradise-Flycatcher,S81536184,W,,
eBird,Photo,Indian Paradise-Flycatcher,S81711669,R,,
eBird,Photo,Indian Paradise-Flycatcher,S82664746,W,,
eBird,Photo,Indian Paradise-Flycatcher,S81711669,W,,
eBird,Photo,Indian Paradise-Flycatcher,S81792921,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S81788100,R,,
eBird,Photo,Indian Paradise-Flycatcher,S81803011,W,,
eBird,Photo,Indian Paradise-Flycatcher,S81855039,R,,
eBird,Photo,Indian Paradise-Flycatcher,S81856562,R,,
eBird,Photo,Indian Paradise-Flycatcher,S81857193,W,,
eBird,Photo,Indian Paradise-Flycatcher,S82137386,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S82137386,R,,
eBird,Photo,Indian Paradise-Flycatcher,S81974225,R,,
eBird,Photo,Indian Paradise-Flycatcher,S81917947,R,,
eBird,Photo,Indian Paradise-Flycatcher,S110809077,W,,
eBird,Photo,Indian Paradise-Flycatcher,S83651754,W,,
eBird,Photo,Indian Paradise-Flycatcher,S81974040,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S82044433,R,,
eBird,Photo,Indian Paradise-Flycatcher,S82194744,W,,
eBird,Photo,Indian Paradise-Flycatcher,S82194744,W,,
eBird,Photo,Indian Paradise-Flycatcher,S82723157,R,,
eBird,Photo,Indian Paradise-Flycatcher,S82063667,R,,
eBird,Photo,Indian Paradise-Flycatcher,S82190269,W,,
eBird,Photo,Indian Paradise-Flycatcher, S83651761,W,,
eBird,Photo,Indian Paradise-Flycatcher,S82186925,W,,
eBird,Photo,Indian Paradise-Flycatcher,S82247849,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S82247503,R,,
eBird,Photo,Indian Paradise-Flycatcher,S82301628,W,,
eBird,Photo,Indian Paradise-Flycatcher,S82301633,W,,
eBird,Photo,Indian Paradise-Flycatcher,S82300832,W,,
eBird,Photo,Indian Paradise-Flycatcher,S82556393,W,,
eBird,Photo,Indian Paradise-Flycatcher,S82323075,W,,
eBird,Photo,Indian Paradise-Flycatcher,S82299144,W,,
eBird,Photo,Indian Paradise-Flycatcher,S95578191,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S82493004,I,,4
eBird,Photo,Indian Paradise-Flycatcher,S82419495,R,,
eBird,Photo,Indian Paradise-Flycatcher,S82407616,R,,
eBird,Photo,Indian Paradise-Flycatcher,S82406557,W,,
eBird,Photo,Indian Paradise-Flycatcher,S208563285,W,,
eBird,Photo,Indian Paradise-Flycatcher,S82779350,W,,
eBird,Photo,Indian Paradise-Flycatcher,S82473169,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S82480750,R,,
eBird,Photo,Indian Paradise-Flycatcher,S82498012,R,,
eBird,Photo,Indian Paradise-Flycatcher,S82562209,W,,
eBird,Photo,Indian Paradise-Flycatcher,S82486527,W,,
eBird,Photo,Indian Paradise-Flycatcher,S82479827,W,,
eBird,Photo,Indian Paradise-Flycatcher,S82628453,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S82688143,R,,
eBird,Photo,Indian Paradise-Flycatcher,S82546177,R,,
eBird,Photo,Indian Paradise-Flycatcher,S82666461,W,,
eBird,Photo,Indian Paradise-Flycatcher,S82626138,W,,
eBird,Photo,Indian Paradise-Flycatcher,S82612634,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S82611958,R,,
eBird,Photo,Indian Paradise-Flycatcher,S82611033,R,,
eBird,Photo,Indian Paradise-Flycatcher,S85745239,W,,
eBird,Photo,Indian Paradise-Flycatcher,S82674125,W,,
eBird,Photo,Indian Paradise-Flycatcher,S82661328,W,,
eBird,Photo,Indian Paradise-Flycatcher,S82837878,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S82805212,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S82837878,W,,
eBird,Photo,Indian Paradise-Flycatcher,S82736234,W,,
eBird,Photo,Indian Paradise-Flycatcher,S82804486,W,,
eBird,Photo,Indian Paradise-Flycatcher,S82782613,W,,
eBird,Photo,Indian Paradise-Flycatcher,S82782613,W,,
eBird,Photo,Indian Paradise-Flycatcher,S83005453,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S83174354,R,,
eBird,Photo,Indian Paradise-Flycatcher,S82837531,R,,
eBird,Photo,Indian Paradise-Flycatcher,S88881584,W,,
eBird,Photo,Indian Paradise-Flycatcher, S83015122,W,,
eBird,Photo,Indian Paradise-Flycatcher,S83132474,W,,
eBird,Photo,Indian Paradise-Flycatcher,S82839448,W,,
eBird,Photo,Indian Paradise-Flycatcher,S82940347,W,,
eBird,Photo,Indian Paradise-Flycatcher,S83987606,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S83364114,R,,
eBird,Photo,Indian Paradise-Flycatcher,S82916331,W,,
eBird,Photo,Indian Paradise-Flycatcher,S83171280,W,,
eBird,Photo,Indian Paradise-Flycatcher,S83188618,W,,
eBird,Photo,Indian Paradise-Flycatcher,S82920934,W,,
eBird,Photo,Indian Paradise-Flycatcher,S82920566,W,,
eBird,Photo,Indian Paradise-Flycatcher,S83068016,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S85075194,W,,
eBird,Photo,Indian Paradise-Flycatcher,S83058357,W,,
eBird,Photo,Indian Paradise-Flycatcher,S83058527,W,,
eBird,Photo,Indian Paradise-Flycatcher,S83114413,W,,
eBird,Photo,Indian Paradise-Flycatcher,S83116011,W,,
eBird,Photo,Indian Paradise-Flycatcher,S215317534,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S83284395,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S83181951,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S83175734,R,,
eBird,Photo,Indian Paradise-Flycatcher,S83437865,R,,
eBird,Photo,Indian Paradise-Flycatcher,S215317534,W,,
eBird,Photo,Indian Paradise-Flycatcher,S83189796,W,,
eBird,Photo,Indian Paradise-Flycatcher,S83236911,W,,
eBird,Photo,Indian Paradise-Flycatcher,S83237709,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S83288729,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S83288729,W,,
eBird,Photo,Indian Paradise-Flycatcher,S83285529,I,,2
eBird,Photo,Indian Paradise-Flycatcher,S83288002,I,,
eBird,Photo,Indian Paradise-Flycatcher,S83284669,R,,
eBird,Photo,Indian Paradise-Flycatcher,S83674525,R,,
eBird,Photo,Indian Paradise-Flycatcher,S83650643,R,,
eBird,Photo,Indian Paradise-Flycatcher,S83289708,R,,
eBird,Photo,Indian Paradise-Flycatcher,S83286981,R,,
eBird,Photo,Indian Paradise-Flycatcher,S246517070,R,,
eBird,Photo,Indian Paradise-Flycatcher,S83543707,R,,
eBird,Photo,Indian Paradise-Flycatcher,S83284669,W,,
eBird,Photo,Indian Paradise-Flycatcher,S83667499,W,,
eBird,Photo,Indian Paradise-Flycatcher,S83294289,W,,
eBird,Photo,Indian Paradise-Flycatcher,S83300159,W,,
eBird,Photo,Indian Paradise-Flycatcher,S83286981,W,,
eBird,Photo,Indian Paradise-Flycatcher,S88798392,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S86161675,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S83406451,I,,3
eBird,Photo,Indian Paradise-Flycatcher,S83366268,R,,
eBird,Photo,Indian Paradise-Flycatcher,S83392160,R,,
eBird,Photo,Indian Paradise-Flycatcher,S83361725,R,,
eBird,Photo,Indian Paradise-Flycatcher,S83361725,R,,
eBird,Photo,Indian Paradise-Flycatcher,S83387182,R,,
eBird,Photo,Indian Paradise-Flycatcher,S83435302,W,,
eBird,Photo,Indian Paradise-Flycatcher,S83366733,W,,
eBird,Photo,Indian Paradise-Flycatcher,S83492317,I,,1
eBird,Photo,Indian Paradise-Flycatcher,S93483716,R,,
eBird,Photo,Indian Paradise-Flycatcher,S83492317,W,,
